T23,"Production, trade and supply of energy",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
762,Tajikistan,2010,Total supply (petajoules),143,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2015,Total supply (petajoules),167,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2019,Total supply (petajoules),195,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2020,Total supply (petajoules),206,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2021,Total supply (petajoules),205,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,1995,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2000,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2005,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2010,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2015,Supply per capita (gigajoules),20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2019,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2020,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
762,Tajikistan,2021,Supply per capita (gigajoules),21,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,1995,Primary energy production (petajoules),"1,322",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2000,Primary energy production (petajoules),"1,697",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2005,Primary energy production (petajoules),"2,130",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2010,Primary energy production (petajoules),"2,928",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2015,Primary energy production (petajoules),"3,131",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2019,Primary energy production (petajoules),"3,117",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2020,Primary energy production (petajoules),"2,925",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2021,Primary energy production (petajoules),"2,770",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"1,289",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"1,308",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"1,869",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"2,027",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"2,509",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"2,690",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"2,795",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2021,Net imports [Imports - Exports - Bunkers] (petajoules),"2,895",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,1995,Changes in stocks (petajoules),-10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2000,Changes in stocks (petajoules),-40,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2005,Changes in stocks (petajoules),-35,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2010,Changes in stocks (petajoules),47,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2015,Changes in stocks (petajoules),-28,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2019,Changes in stocks (petajoules),34,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2020,Changes in stocks (petajoules),134,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2021,Changes in stocks (petajoules),-53,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,1995,Total supply (petajoules),"2,620",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2000,Total supply (petajoules),"3,046",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2005,Total supply (petajoules),"4,035",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2010,Total supply (petajoules),"4,907",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2015,Total supply (petajoules),"5,668",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2019,Total supply (petajoules),"5,773",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2020,Total supply (petajoules),"5,586",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2021,Total supply (petajoules),"5,719",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,1995,Supply per capita (gigajoules),44,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2000,Supply per capita (gigajoules),48,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2005,Supply per capita (gigajoules),61,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2010,Supply per capita (gigajoules),72,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2015,Supply per capita (gigajoules),81,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2019,Supply per capita (gigajoules),81,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2020,Supply per capita (gigajoules),78,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
764,Thailand,2021,Supply per capita (gigajoules),80,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2005,Primary energy production (petajoules),146,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2010,Primary energy production (petajoules),318,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2015,Primary energy production (petajoules),281,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2019,Primary energy production (petajoules),206,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2020,Primary energy production (petajoules),197,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2021,Primary energy production (petajoules),206,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-141,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-313,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-274,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-196,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-187,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-196,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2005,Total supply (petajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2010,Total supply (petajoules),5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2015,Total supply (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2019,Total supply (petajoules),10,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2020,Total supply (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2021,Total supply (petajoules),9,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2005,Supply per capita (gigajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2010,Supply per capita (gigajoules),4,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2015,Supply per capita (gigajoules),6,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2019,Supply per capita (gigajoules),8,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2020,Supply per capita (gigajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
626,Timor-Leste,2021,Supply per capita (gigajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,1995,Primary energy production (petajoules),57,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2000,Primary energy production (petajoules),74,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2005,Primary energy production (petajoules),84,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2010,Primary energy production (petajoules),99,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2015,Primary energy production (petajoules),112,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2019,Primary energy production (petajoules),130,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2020,Primary energy production (petajoules),138,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2021,Primary energy production (petajoules),129,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,1995,Net imports [Imports - Exports - Bunkers] (petajoules),15,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2000,Net imports [Imports - Exports - Bunkers] (petajoules),16,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2005,Net imports [Imports - Exports - Bunkers] (petajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2010,Net imports [Imports - Exports - Bunkers] (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2015,Net imports [Imports - Exports - Bunkers] (petajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2019,Net imports [Imports - Exports - Bunkers] (petajoules),23,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2020,Net imports [Imports - Exports - Bunkers] (petajoules),26,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2021,Net imports [Imports - Exports - Bunkers] (petajoules),29,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,1995,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2000,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2005,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2010,Changes in stocks (petajoules),-2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2015,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2019,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2020,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,1995,Total supply (petajoules),71,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2000,Total supply (petajoules),89,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2005,Total supply (petajoules),99,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2010,Total supply (petajoules),130,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2015,Total supply (petajoules),131,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2019,Total supply (petajoules),153,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2020,Total supply (petajoules),163,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2021,Total supply (petajoules),158,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,1995,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2000,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2005,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2010,Supply per capita (gigajoules),20,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2015,Supply per capita (gigajoules),17,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2019,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2020,Supply per capita (gigajoules),19,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
768,Togo,2021,Supply per capita (gigajoules),18,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,1995,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2000,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2005,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2010,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2015,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2019,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2020,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2021,Primary energy production (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2019,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2020,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2021,Net imports [Imports - Exports - Bunkers] (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2015,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2019,Changes in stocks (petajoules),0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2020,Changes in stocks (petajoules),-1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2021,Changes in stocks (petajoules),-1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,1995,Total supply (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2000,Total supply (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2005,Total supply (petajoules),2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2010,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2015,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2019,Total supply (petajoules),2,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2020,Total supply (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2021,Total supply (petajoules),3,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,1995,Supply per capita (gigajoules),14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2000,Supply per capita (gigajoules),14,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2005,Supply per capita (gigajoules),16,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2010,Supply per capita (gigajoules),16,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2015,Supply per capita (gigajoules),15,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2019,Supply per capita (gigajoules),22,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2020,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
776,Tonga,2021,Supply per capita (gigajoules),25,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,1995,Primary energy production (petajoules),511,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2000,Primary energy production (petajoules),799,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2005,Primary energy production (petajoules),"1,464",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2010,Primary energy production (petajoules),"1,786",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2015,Primary energy production (petajoules),"1,557",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2019,Primary energy production (petajoules),"1,444",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2020,Primary energy production (petajoules),"1,226",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2021,Primary energy production (petajoules),"1,079",,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-264,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-378,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-777,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-954,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-753,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-727,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-611,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-435,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,1995,Changes in stocks (petajoules),-5,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2000,Changes in stocks (petajoules),1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2005,Changes in stocks (petajoules),11,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2010,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2015,Changes in stocks (petajoules),7,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2019,Changes in stocks (petajoules),-1,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2020,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2021,Changes in stocks (petajoules),0,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,1995,Total supply (petajoules),251,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2000,Total supply (petajoules),420,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2005,Total supply (petajoules),676,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2010,Total supply (petajoules),833,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2015,Total supply (petajoules),797,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2019,Total supply (petajoules),718,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2020,Total supply (petajoules),616,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2021,Total supply (petajoules),643,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,1995,Supply per capita (gigajoules),192,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2000,Supply per capita (gigajoules),315,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2005,Supply per capita (gigajoules),494,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2010,Supply per capita (gigajoules),591,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2015,Supply per capita (gigajoules),546,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2019,Supply per capita (gigajoules),473,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2020,Supply per capita (gigajoules),405,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
780,Trinidad and Tobago,2021,Supply per capita (gigajoules),421,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,1995,Primary energy production (petajoules),212,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2000,Primary energy production (petajoules),266,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
788,Tunisia,2005,Primary energy production (petajoules),274,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2021, last accessed April 2024."
