T13,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
784,United Arab Emirates,2010,GDP per capita (US dollars),"35,392",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2015,GDP per capita (US dollars),"41,525",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2020,GDP per capita (US dollars),"37,629",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2021,GDP per capita (US dollars),"44,332",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2022,GDP per capita (US dollars),"53,708",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,1995,GDP in constant 2015 prices (millions of US dollars),"141,280",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2005,GDP in constant 2015 prices (millions of US dollars),"251,096",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2010,GDP in constant 2015 prices (millions of US dollars),"292,969",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2015,GDP in constant 2015 prices (millions of US dollars),"370,275",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2020,GDP in constant 2015 prices (millions of US dollars),"383,343",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2021,GDP in constant 2015 prices (millions of US dollars),"400,036",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2022,GDP in constant 2015 prices (millions of US dollars),"431,441",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,1995,GDP real rates of growth (percent),8.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2005,GDP real rates of growth (percent),4.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2010,GDP real rates of growth (percent),2.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2015,GDP real rates of growth (percent),6.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2020,GDP real rates of growth (percent),-5.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2021,GDP real rates of growth (percent),4.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
784,United Arab Emirates,2022,GDP real rates of growth (percent),7.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,1995,GDP in current prices (millions of US dollars),"1,344,308",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2005,GDP in current prices (millions of US dollars),"2,543,188",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2010,GDP in current prices (millions of US dollars),"2,485,483",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2015,GDP in current prices (millions of US dollars),"2,927,911",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2020,GDP in current prices (millions of US dollars),"2,697,807",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2021,GDP in current prices (millions of US dollars),"3,141,506",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2022,GDP in current prices (millions of US dollars),"3,089,073",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,1995,GDP per capita (US dollars),"23,206",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2005,GDP per capita (US dollars),"42,117",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2010,GDP per capita (US dollars),"39,603",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2015,GDP per capita (US dollars),"44,890",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2020,GDP per capita (US dollars),"40,230",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2021,GDP per capita (US dollars),"46,692",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2022,GDP per capita (US dollars),"45,758",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,1995,GDP in constant 2015 prices (millions of US dollars),"1,915,168",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2005,GDP in constant 2015 prices (millions of US dollars),"2,597,697",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2010,GDP in constant 2015 prices (millions of US dollars),"2,655,692",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2015,GDP in constant 2015 prices (millions of US dollars),"2,927,911",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2020,GDP in constant 2015 prices (millions of US dollars),"2,830,286",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2021,GDP in constant 2015 prices (millions of US dollars),"3,075,810",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2022,GDP in constant 2015 prices (millions of US dollars),"3,209,502",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,1995,GDP real rates of growth (percent),0.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
826,United Kingdom,2005,GDP real rates of growth (percent),2.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2024."
