T26,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
24,Angola,1985,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2005,Emissions per capita (Kilograms of carbon dioxide),0.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2010,Emissions per capita (Kilograms of carbon dioxide),0.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2015,Emissions per capita (Kilograms of carbon dioxide),0.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2019,Emissions per capita (Kilograms of carbon dioxide),0.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2020,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
24,Angola,2021,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2005,Emissions (thousand metric tons of carbon dioxide),112,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2010,Emissions (thousand metric tons of carbon dioxide),132,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2015,Emissions (thousand metric tons of carbon dioxide),140,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2019,Emissions (thousand metric tons of carbon dioxide),147,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2020,Emissions (thousand metric tons of carbon dioxide),139,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2021,Emissions (thousand metric tons of carbon dioxide),143,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2005,Emissions per capita (Kilograms of carbon dioxide),9.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2010,Emissions per capita (Kilograms of carbon dioxide),10.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2015,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2019,Emissions per capita (Kilograms of carbon dioxide),9.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2020,Emissions per capita (Kilograms of carbon dioxide),8.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
660,Anguilla,2021,Emissions per capita (Kilograms of carbon dioxide),9.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1975,Emissions (thousand metric tons of carbon dioxide),719,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1985,Emissions (thousand metric tons of carbon dioxide),254,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2005,Emissions (thousand metric tons of carbon dioxide),490,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2010,Emissions (thousand metric tons of carbon dioxide),558,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2015,Emissions (thousand metric tons of carbon dioxide),589,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2019,Emissions (thousand metric tons of carbon dioxide),650,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2020,Emissions (thousand metric tons of carbon dioxide),628,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2021,Emissions (thousand metric tons of carbon dioxide),646,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1975,Emissions per capita (Kilograms of carbon dioxide),10.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,1985,Emissions per capita (Kilograms of carbon dioxide),3.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2005,Emissions per capita (Kilograms of carbon dioxide),6.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2010,Emissions per capita (Kilograms of carbon dioxide),6.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2015,Emissions per capita (Kilograms of carbon dioxide),6.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2019,Emissions per capita (Kilograms of carbon dioxide),7.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2020,Emissions per capita (Kilograms of carbon dioxide),6.8,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
28,Antigua and Barbuda,2021,Emissions per capita (Kilograms of carbon dioxide),6.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1975,Emissions (thousand metric tons of carbon dioxide),"89,331",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1985,Emissions (thousand metric tons of carbon dioxide),"92,152",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2005,Emissions (thousand metric tons of carbon dioxide),"151,860",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2010,Emissions (thousand metric tons of carbon dioxide),"176,479",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2015,Emissions (thousand metric tons of carbon dioxide),"184,550",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2019,Emissions (thousand metric tons of carbon dioxide),"169,807",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2020,Emissions (thousand metric tons of carbon dioxide),"157,882",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2021,Emissions (thousand metric tons of carbon dioxide),"183,131",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1975,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,1985,Emissions per capita (Kilograms of carbon dioxide),3.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2005,Emissions per capita (Kilograms of carbon dioxide),3.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2010,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2015,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2019,Emissions per capita (Kilograms of carbon dioxide),3.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2020,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
32,Argentina,2021,Emissions per capita (Kilograms of carbon dioxide),4.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2005,Emissions (thousand metric tons of carbon dioxide),"4,137",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2010,Emissions (thousand metric tons of carbon dioxide),"4,057",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2015,Emissions (thousand metric tons of carbon dioxide),"5,360",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2019,Emissions (thousand metric tons of carbon dioxide),"6,083",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2020,Emissions (thousand metric tons of carbon dioxide),"6,527",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2021,Emissions (thousand metric tons of carbon dioxide),"7,078",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2005,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2010,Emissions per capita (Kilograms of carbon dioxide),1.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2015,Emissions per capita (Kilograms of carbon dioxide),1.9,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2019,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2020,Emissions per capita (Kilograms of carbon dioxide),2.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
51,Armenia,2021,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2005,Emissions (thousand metric tons of carbon dioxide),"4,293",,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2010,Emissions (thousand metric tons of carbon dioxide),"4,088",Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2015,Emissions (thousand metric tons of carbon dioxide),910,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2019,Emissions (thousand metric tons of carbon dioxide),843,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2020,Emissions (thousand metric tons of carbon dioxide),834,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
533,Aruba,2021,Emissions (thousand metric tons of carbon dioxide),874,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
